START | Starter Checks: Glide | 229 | True_()
START | Starter Checks: Charge | 230 | True_()
START | Starter Checks: Breath | 231 | True_()
START | Starter Checks: Swim | 232 | True_()
ShopPads | Moneybags: Shop Item 1 | 1000 | True_()
ShopPads | Moneybags: Shop Item 2 | 1001 | ShopCheckRule(1)
ShopPads | Moneybags: Shop Item 3 | 1002 | ShopCheckRule(2)
ShopPads | Moneybags: Shop Item 4 | 1003 | ShopCheckRule(3)
ShopPads | Moneybags: Shop Item 5 | 1004 | ShopCheckRule(4)
ShopPads | Moneybags: Shop Item 6 | 2000 | ShopCheckRule(5)
ShopPads | Moneybags: Shop Item 7 | 2001 | ShopCheckRule(6)
ShopPads | Moneybags: Shop Item 8 | 2002 | ShopCheckRule(7)
ShopPads | Moneybags: Shop Item 9 | 2003 | ShopCheckRule(8)
ShopPads | Moneybags: Shop Item 10 | 2004 | ShopCheckRule(9)
ShopPads | Moneybags: Shop Item 11 | 2005 | ShopCheckRule(10)
ShopPads | Moneybags: Shop Item 12 | 2006 | ShopCheckRule(11)
ShopPads | Moneybags: Shop Item 13 | 2007 | ShopCheckRule(12)
ShopPads | Moneybags: Shop Item 14 | 2008 | ShopCheckRule(13)
ShopPads | Moneybags: Shop Item 15 | 2009 | ShopCheckRule(14)
ShopPads | Moneybags: Shop Item 16 | 2010 | ShopCheckRule(15)
ShopPads | Moneybags: Shop Item 17 | 2011 | ShopCheckRule(16)
ShopPads | Moneybags: Shop Item 18 | 2012 | ShopCheckRule(17)
ShopPads | Moneybags: Shop Item 19 | 3013 | ShopCheckRule(18)
ShopPads | Moneybags: Shop Item 20 | 3014 | ShopCheckRule(19)
ShopPads | Moneybags: Shop Item 21 | 3015 | ShopCheckRule(20)
ShopPads | Moneybags: Shop Item 22 | 3016 | ShopCheckRule(21)
ShopPads | Moneybags: Shop Item 23 | 3017 | ShopCheckRule(22)
ShopPads | Moneybags: Shop Item 24 | 3018 | ShopCheckRule(23)
ShopPads | Moneybags: Shop Item 25 | 3019 | ShopCheckRule(24)
ShopPads | Moneybags: Shop Item 26 | 3020 | ShopCheckRule(25)
ShopPads | Moneybags: Shop Item 27 | 3021 | ShopCheckRule(26)
ShopPads | Moneybags: Shop Item 28 | 3022 | ShopCheckRule(27)
ShopPads | Moneybags: Shop Item 29 | 3023 | ShopCheckRule(28)
ShopPads | Moneybags: Shop Item 30 | 3024 | ShopCheckRule(29)
ShopPads | Moneybags: Shop Item 31 | 3025 | ShopCheckRule(30)
ShopPads | Moneybags: Shop Item 32 | 3026 | ShopCheckRule(31)
ShopPads | Moneybags: Shop Item 33 | 3027 | ShopCheckRule(32)
ShopPads | Moneybags: Shop Item 34 | 3028 | ShopCheckRule(33)
ShopPads | Moneybags: Shop Item 35 | 3029 | ShopCheckRule(34)
ShopPads | Moneybags: Shop Item 36 | 3030 | ShopCheckRule(35)
ShopPads | Moneybags: Shop Item 37 | 3031 | ShopCheckRule(36)
ShopPads | Moneybags: Shop Item 38 | 3032 | ShopCheckRule(37)
ShopPads | Moneybags: Shop Item 39 | 3033 | ShopCheckRule(38)
ShopPads | Moneybags: Shop Item 40 | 3034 | ShopCheckRule(39)
ShopPads | Moneybags: Shop Item 41 | 3035 | ShopCheckRule(40)
ShopPads | Moneybags: Shop Item 42 | 3036 | ShopCheckRule(41)
ShopPads | Moneybags: Shop Item 43 | 3037 | ShopCheckRule(42)
ShopPads | Moneybags: Shop Item 44 | 3038 | ShopCheckRule(43)
ShopPads | Moneybags: Shop Item 45 | 3039 | ShopCheckRule(44)
ShopPads | Moneybags: Shop Item 46 | 3040 | ShopCheckRule(45)
ShopPads | Moneybags: Shop Item 47 | 3041 | ShopCheckRule(46)
ShopPads | Moneybags: Shop Item 48 | 3042 | ShopCheckRule(47)
ShopPads | Moneybags: Shop Item 49 | 3043 | ShopCheckRule(48)
ShopPads | Moneybags: Shop Item 50 | 3044 | ShopCheckRule(49)
ShopPads | Moneybags: Shop Item 51 | 3045 | ShopCheckRule(50)
ShopPads | Moneybags: Shop Item 52 | 3046 | ShopCheckRule(51)
ShopPads | Moneybags: Shop Item 53 | 3047 | ShopCheckRule(52)
ShopPads | Moneybags: Shop Item 54 | 3048 | ShopCheckRule(53)
ShopPads | Moneybags: Shop Item 55 | 3049 | ShopCheckRule(54)
ShopPads | Moneybags: Shop Item 56 | 3050 | ShopCheckRule(55)
DVEntry | DV: Double Jump from Elder Tomas | 1 | True_()
DVEntry | DV: Dark Gem by Ember | 2 | Has('Double Jump')
DVGnastyCave | DV: Dragon Egg in Gnasty Gnorc's Cave | 16 | True_()
DVGnastyCave | DV: Electric Breath from Gnasty Gnorc | 17 | HasAny('Fire Breath', 'Charge')
DVGnastyCave | DV: Defeat Gnasty Gnorc | 4000 | HasAny('Fire Breath', 'Charge')
DVByrdLower | DV: Light Gem from locked chest on starting area Double Jump ledge | 7 | LockedChestRule('Dragon Village')
DVByrdLower | DV: Dragon Egg from Sgt. Byrd | 13 | True_()
DVByrdLower | DV: Light Gem from Sgt. Byrd | 14 | True_()
DVByrdUpper | DV: Firework after timed platform challenge | 5002 | Has('Fire Breath')
DVByrdUpper | DV: Light Gem after timed platforming challenge | 10 | True_()
DVByrdUpper | DV: Dark Gem by Sgt. Byrd | 11 | True_()
DVByrdUpper | DV: Dragon Egg behind Dark Gem by Sgt. Byrd | 12 | True_()
DVLabSecret | DV: Dragon Egg by river grating outside Lab Secret Entrance | 8 | True_()
DVLabSecret | DV: Light Gem above Lab Secret Entrance | 9 | True_()
DVHunterPreGlide | DV: Dark Gem by Elder Tomas | 3 | True_()
DVHunterPostGlide | DV: Dragon Egg from Hunter gliding tutorial | 4 | True_()
DVHunterPostGlide | DV: Firework at end of Hunter Glide Tutorial | 5000 | Has('Fire Breath')
DVOutsideBallGadget | DV: Light Gem in Nursery | 5 | True_()
DVOutsideBallGadget | DV: Dragon Egg from locked chest near Ball Gadget | 6 | LockedChestRule('Dragon Village')
DVOutsideBallGadget | DV: Firework next to Ball Gadget | 5001 | Has('Fire Breath')
DVTunnelToCroc | DV: Firework on other side of bridge | 5003 | Has('Fire Breath')
DVTunnelToCroc | DV: Light Gem from locked chest before Crocovile Swamp | 15 | LockedChestRule('Dragon Village')
CSPyramidAndTemple | CS: Dark Gem across from Perilous Pyramid | 18 | Has('Double Jump')
CSPyramidAndTemple | CS: Light Gem behind Perilous Pyramid supercharge door | 21 | SuperchargeGadget()
CSPyramidAndTemple | CS: Light Gem in cannon-destroyed top of Perilous Pyramid | 22 | HasAll('Double Jump', 'Glide')
CSPyramidAndTemple | CS: Dragon Egg from locked chest before tunnel to Forgotten Temple | 23 | LockedChestRule('Crocovile Swamp')
CSPyramidAndTemple | CS: Light Gem behind chargeable wall with switch | 26 | Has('Charge')
CSWest | CS: Light Gem from locked chest behind breakable wall | 19 | And(Has('Charge'), SuperchargeGadget())
CSWest | CS: Firework behind cliff in western area | 5004 | Has('Fire Breath')
CSWest | CS: Dragon Egg across platforms in western area | 20 | True_()
CSInsideTemple | CS: Dragon Egg from enemy-guarded locked chest in Forgotten Temple | 24 | And(HasAny('Fire Breath', 'Electric Breath', 'Charge'), LockedChestRule('Crocovile Swamp'))
CSInsideTemple | CS: Light Gem in Forgotten Temple cave | 25 | True_()
CSInsideTemple | CS: Dragon Egg from thief behind Forgotten Temple electric gate | 27 | Has('Charge')
CSEastPoles | CS: Dragon Egg behind chargeable gate in pole spin cave | 29 | Has('Charge')
CSTree | CS: Light Gem after sinking platforms | 28 | Has('Double Jump')
CSTree | CS: Dragon Egg from Blink | 30 | True_()
CSTree | CS: Light Gem from Blink | 31 | True_()
CSTree | CS: Dark Gem outside Elder Magnus tree | 32 | Has('Double Jump')
CSTree | CS: Pole Spin from Elder Magnus | 33 | Has('Double Jump')
CSTree | CS: Dark Gem in cave above Blink | 36 | HasAll('Pole Spin', 'Double Jump')
CSAboveElder | CS: Dragon Egg behind chargeable part of Elder Magnus tree | 34 | HasAny('Charge', 'Glide')
CSAboveElder | CS: Firework behind chargeable part of Elder Magnus tree | 5006 | And(Has('Fire Breath'), HasAny('Charge', 'Glide'))
CSAboveElder | CS: Firework at top of Elder Magnus tree | 5005 | Has('Fire Breath')
CSAboveElder | CS: Light Gem at top of Elder Magnus tree | 35 | True_()
CSFredneck | CS: Dragon Egg from Fredneck | 37 | True_()
CSFredneck | CS: Light Gem from Fredneck | 38 | True_()
CSFredneck | CS: Light Gem next to lilypads | 39 | True_()
DFSteepCanyon | DF: Light Gem from locked chest in entry area | 40 | And(HasAll('Double Jump', 'Glide'), LockedChestRule('Dragonfly Falls'))
DFSteepCanyon | DF: Dark Gem behind chargeable wall in entry area | 41 | HasAll('Charge', 'Double Jump')
DFSteepCanyon | DF: Dragon Egg behind second chargeable wall in entry area | 42 | HasAll('Charge', 'Double Jump')
DFSteepCanyon | DF: Light Gem behind reinforced cannon wall | 43 | HasAll('Double Jump', 'Glide')
DFSteepCanyon | DF: Dark Gem in vulture cannon area | 44 | HasAll('Double Jump', 'Glide')
DFAfterVultures | DF: Dragon Egg in vulture nest | 45 | True_()
DFLGDoorShop | DF: Light Gem behind chargeable wall beyond Light Gem door | 56 | Has('Charge')
DFLGDoorShop | DF: Dragon Egg from thief beyond Light Gem door | 57 | Has('Charge')
DFElderStatue | DF: Dark Gem next to elder statue | 46 | True_()
DFElderStatue | DF: Light Gem after underwater breakable wall next to elder statue | 47 | HasAll('Swim', 'Charge')
DFElderStatue | DF: Dragon Egg from Sparx | 48 | True_()
DFElderStatue | DF: Light Gem from Sparx | 49 | True_()
DFCoveAboveShop | DF: Dragon Egg behind chargeable wall above wall kick | 50 | Has('Charge')
DFCove | DF: Light Gem in piranha pool | 51 | True_()
DFCove | DF: Light Gem from locked chest in piranha pool | 52 | LockedChestRule('Dragonfly Falls')
DFCove | DF: Dark Gem at end of cove | 55 | True_()
DFCove | DF: Light Gem via wall kick at end of cove | 58 | Has('Wall Kick')
DFHunter | DF: Dragon Egg in Hunter section vulture nest | 53 | True_()
DFHunter | DF: Light Gem at end of Hunter section | 54 | True_()
CREntry | CR: Dragon Egg from Turtle Mother | 63 | Has('Charge')
CREntry | CR: Light Gem from Turtle Mother | 64 | Has('Charge')
CREntry | CR: Empty locked chest behind Moneybags | 234 | LockedChestRule('Coastal Remains')
CREntry | CR: Empty locked chest in southern beach | 235 | LockedChestRule('Coastal Remains')
CREntry | CR: Light Gem in southern beach above water mill | 69 | HasAll('Water Breath', 'Double Jump')
CREntry | CR: Dragon Egg in southern beach after moving shells | 68 | Has('Double Jump')
CRWateryTomb | CR: Water Breath from Ineptune | 79 | Has('Charge')
CRWateryTomb | CR: Defeat Ineptune | 4001 | Has('Charge')
CRPiranhas | CR: Dragon Egg after piranha pool | 78 | True_()
CRLGDoor | CR: Dragon Egg beyond Light Gem door from thief | 61 | Has('Charge')
CRLGDoor | CR: Light Gem beyond Light Gem door at far end | 62 | True_()
CRCannon | CR: Dark Gem in cannon area | 65 | Has('Double Jump')
CRCannon | CR: Dragon Egg in cannon area | 66 | HasAll('Double Jump', 'Pole Spin', 'Glide')
CRCannon | CR: Dark Gem after using cannon on reinforced door | 67 | HasAll('Double Jump', 'Glide', 'Charge')
CRWindmills | CR: Light Gem via pole spinning on windmills | 59 | HasAll('Pole Spin', 'Glide')
CRCloudyElevator | CR: Light Gem near Cloudy Domain elevator beyond electric platform | 60 | HasAll('Electric Breath', 'Double Jump')
CROttoPool | CR: Light Gem in Otto's pool | 70 | HasAll('Double Jump', 'Pole Spin', 'Glide')
CROttoPool | CR: Light Gem reward from Otto | 71 | HasAll('Double Jump', 'Pole Spin')
CRWest | CR: Dragon Egg from Blink | 72 | True_()
CRWest | CR: Light Gem from Blink | 73 | True_()
CRWest | CR: Dark Gem next to Blink | 74 | Has('Double Jump')
CRWest | CR: Dragon Egg after Archer Gnorc hallway | 75 | HasAll('Double Jump', 'Electric Breath')
CRWest | CR: Dark Gem in western beach near Sunken Ruins | 76 | Has('Double Jump')
CRWest | CR: Light Gem in western beach near Sunken Ruins | 77 | True_()
CDEntry | CD: Light Gem from locked chest near elevator | 80 | LockedChestRule('Cloudy Domain')
CDCenter | CD: Light Gem heading to Elder after thermal | 82 | True_()
CDCenter | CD: Dark Gem heading to Elder before thermal | 81 | True_()
CDCenter | CD: Firework heading to Elder to right of thermal | 5012 | Has('Fire Breath')
CDOutsideElder | CD: Dragon Egg from locked chest beyond Reinforced Door near Elder Titan | 85 | And(SuperchargeGadget(), LockedChestRule('Cloudy Domain'))
CDInsideElder | CD: Wing Shield from Elder Titan | 83 | True_()
CDInsideElder | CD: Dragon Egg after Elder Titan | 84 | Has('Double Jump')
