START | Starter Checks: Glide | 229 | True_()
START | Starter Checks: Charge | 230 | True_()
START | Starter Checks: Breath | 231 | True_()
START | Starter Checks: Swim | 232 | True_()
START | Moneybags: Shop Item 1 | 1000 | ShopCheckRule(0)
MBShop | Moneybags: Shop Item 2 | 1001 | ShopCheckRule(1)
MBShop | Moneybags: Shop Item 3 | 1002 | ShopCheckRule(2)
MBShop | Moneybags: Shop Item 4 | 1003 | ShopCheckRule(3)
MBShop | Moneybags: Shop Item 5 | 1004 | ShopCheckRule(4)
MBShop | Moneybags: Shop Item 6 | 2000 | ShopCheckRule(5)
MBShop | Moneybags: Shop Item 7 | 2001 | ShopCheckRule(6)
MBShop | Moneybags: Shop Item 8 | 2002 | ShopCheckRule(7)
MBShop | Moneybags: Shop Item 9 | 2003 | ShopCheckRule(8)
MBShop | Moneybags: Shop Item 10 | 2004 | ShopCheckRule(9)
MBShop | Moneybags: Shop Item 11 | 2005 | ShopCheckRule(10)
MBShop | Moneybags: Shop Item 12 | 2006 | ShopCheckRule(11)
MBShop | Moneybags: Shop Item 13 | 2007 | ShopCheckRule(12)
MBShop | Moneybags: Shop Item 14 | 2008 | ShopCheckRule(13)
MBShop | Moneybags: Shop Item 15 | 2009 | ShopCheckRule(14)
MBShop | Moneybags: Shop Item 16 | 2010 | ShopCheckRule(15)
MBShop | Moneybags: Shop Item 17 | 2011 | ShopCheckRule(16)
MBShop | Moneybags: Shop Item 18 | 2012 | ShopCheckRule(17)
MBShop | Moneybags: Shop Item 19 | 3013 | ShopCheckRule(18)
MBShop | Moneybags: Shop Item 20 | 3014 | ShopCheckRule(19)
MBShop | Moneybags: Shop Item 21 | 3015 | ShopCheckRule(20)
MBShop | Moneybags: Shop Item 22 | 3016 | ShopCheckRule(21)
MBShop | Moneybags: Shop Item 23 | 3017 | ShopCheckRule(22)
MBShop | Moneybags: Shop Item 24 | 3018 | ShopCheckRule(23)
MBShop | Moneybags: Shop Item 25 | 3019 | ShopCheckRule(24)
MBShop | Moneybags: Shop Item 26 | 3020 | ShopCheckRule(25)
MBShop | Moneybags: Shop Item 27 | 3021 | ShopCheckRule(26)
MBShop | Moneybags: Shop Item 28 | 3022 | ShopCheckRule(27)
MBShop | Moneybags: Shop Item 29 | 3023 | ShopCheckRule(28)
MBShop | Moneybags: Shop Item 30 | 3024 | ShopCheckRule(29)
MBShop | Moneybags: Shop Item 31 | 3025 | ShopCheckRule(30)
MBShop | Moneybags: Shop Item 32 | 3026 | ShopCheckRule(31)
MBShop | Moneybags: Shop Item 33 | 3027 | ShopCheckRule(32)
MBShop | Moneybags: Shop Item 34 | 3028 | ShopCheckRule(33)
MBShop | Moneybags: Shop Item 35 | 3029 | ShopCheckRule(34)
MBShop | Moneybags: Shop Item 36 | 3030 | ShopCheckRule(35)
MBShop | Moneybags: Shop Item 37 | 3031 | ShopCheckRule(36)
MBShop | Moneybags: Shop Item 38 | 3032 | ShopCheckRule(37)
MBShop | Moneybags: Shop Item 39 | 3033 | ShopCheckRule(38)
MBShop | Moneybags: Shop Item 40 | 3034 | ShopCheckRule(39)
MBShop | Moneybags: Shop Item 41 | 3035 | ShopCheckRule(40)
MBShop | Moneybags: Shop Item 42 | 3036 | ShopCheckRule(41)
MBShop | Moneybags: Shop Item 43 | 3037 | ShopCheckRule(42)
MBShop | Moneybags: Shop Item 44 | 3038 | ShopCheckRule(43)
MBShop | Moneybags: Shop Item 45 | 3039 | ShopCheckRule(44)
MBShop | Moneybags: Shop Item 46 | 3040 | ShopCheckRule(45)
MBShop | Moneybags: Shop Item 47 | 3041 | ShopCheckRule(46)
MBShop | Moneybags: Shop Item 48 | 3042 | ShopCheckRule(47)
MBShop | Moneybags: Shop Item 49 | 3043 | ShopCheckRule(48)
MBShop | Moneybags: Shop Item 50 | 3044 | ShopCheckRule(49)
MBShop | Moneybags: Shop Item 51 | 3045 | ShopCheckRule(50)
MBShop | Moneybags: Shop Item 52 | 3046 | ShopCheckRule(51)
MBShop | Moneybags: Shop Item 53 | 3047 | ShopCheckRule(52)
MBShop | Moneybags: Shop Item 54 | 3048 | ShopCheckRule(53)
MBShop | Moneybags: Shop Item 55 | 3049 | ShopCheckRule(54)
MBShop | Moneybags: Shop Item 56 | 3050 | ShopCheckRule(55)
DVEntry | DV: Double Jump from Elder Tomas | 1 | True_()
DVGnastyCave | DV: Dragon Egg in Gnasty Cave | 16 | True_()
DVGnastyCave | DV: Electric Breath from Gnasty Gnorc | 17 | HasAny('Fire Breath', 'Charge')
DVGnastyCave | DV: Defeat Gnasty Gnorc | 4000 | HasAny('Fire Breath', 'Charge')
DVDoubleJump | DV: Dark Gem by Ember | 2 | True_()
DVDoubleJump | DV: Dark Gem by Elder Tomas | 3 | True_()
DVDoubleJump | DV: Firework on other side of bridge | 5003 | Has('Fire Breath')
DVDoubleJump | DV: Light Gem from locked chest before Crocovile Swamp | 15 | LockedChestRule('Dragon Village')
DVDoubleJump | DV: Light Gem from locked chest on starting area Double Jump ledge | 7 | LockedChestRule('Dragon Village')
DVDoubleJump | DV: Dragon Egg from Sgt. Byrd | 13 | True_()
DVDoubleJump | DV: Light Gem from Sgt. Byrd | 14 | True_()
DVGlide | DV: Dragon Egg from Hunter gliding tutorial | 4 | True_()
DVGlide | DV: Firework at end of Hunter Glide Tutorial | 5000 | Has('Fire Breath')
DVGlide | DV: Light Gem in Nursery | 5 | True_()
DVGlide | DV: Dragon Egg from locked chest near Ball Gadget | 6 | LockedChestRule('Dragon Village')
DVGlide | DV: Firework next to Ball Gadget | 5001 | Has('Fire Breath')
DVCharge | DV: Dragon Egg by river grating outside Lab Secret Entrance | 8 | True_()
DVCharge | DV: Light Gem above Lab Secret Entrance | 9 | True_()
DVCharge | DV: Firework after timed platform challenge | 5002 | Has('Fire Breath')
DVCharge | DV: Light Gem after timed platforming challenge | 10 | True_()
DVCharge | DV: Dark Gem by Sgt. Byrd | 11 | True_()
DVCharge | DV: Dragon Egg behind Dark Gem by Sgt. Byrd | 12 | True_()
CSEntry | CS: Dark Gem across from the Perilous Pyramid | 18 | True_()
CSEntry | CS: Light Gem from locked chest behind breakable wall | 19 | And(Has('Charge'), LockedChestRule('Crocovile Swamp'))
CSEntry | CS: Firework behind cliff in west-most area | 5004 | Has('Fire Breath')
CSEntry | CS: Dragon Egg across platforms in mud | 20 | True_()
CSEntry | CS: Light Gem behind reinforced door | 21 | SuperchargeGadget()
CSEntry | CS: Light Gem in the top of the Perilous Pyramid | 22 | Has('Glide')
CSEntry | CS: Dragon Egg from locked chest on ledges before the 3 Critters | 23 | LockedChestRule('Crocovile Swamp')
CSEntry | CS: Dragon Egg from locked chest in Forgotten Temple | 24 | LockedChestRule('Crocovile Swamp')
CSEntry | CS: Light Gem in Forgotten Temple | 25 | True_()
CSEntry | CS: Light Gem behind lowering brick wall | 26 | Has('Charge')
CSEntry | CS: Dragon Egg from thief in Forgotten Temple | 27 | HasAll('Electric Breath', 'Charge')
CSEntry | CS: Light Gem after sinking platforms | 28 | True_()
CSEntry | CS: Dragon Egg from Blink | 30 | True_()
CSEntry | CS: Light Gem from Blink | 31 | True_()
CSEntry | CS: Dark Gem before Elder Magnus | 32 | True_()
CSEntry | CS: Pole Spin from Elder Magnus | 33 | True_()
CSPoleSpin | CS: Dragon Egg in cave reached by pole spin | 29 | True_()
CSPoleSpin | CS: Dragon Egg in Elder Magnus House | 34 | HasAny('Charge', 'Glide')
CSPoleSpin | CS: Firework next to Dragon Egg in Elder Tree House | 5006 | HasAll('Fire Breath', 'Charge')
CSPoleSpin | CS: Firework atop Elder Tree House | 5005 | Has('Fire Breath')
CSPoleSpin | CS: Light Gem in Elder Magnus House | 35 | True_()
CSPoleSpin | CS: Dark Gem through cave above Blink | 36 | True_()
CSPoleSpin | CS: Dragon Egg from Fredneck | 37 | True_()
CSPoleSpin | CS: Light Gem from Fredneck | 38 | True_()
CSPoleSpin | CS: Light Gem next to lilypads | 39 | True_()
DFEntry | DF: Light Gem from locked chest shortly after Ball Gadget | 40 | LockedChestRule('Dragonfly Falls')
DFEntry | DF: Dark Gem behind breakable wall | 41 | Has('Charge')
DFEntry | DF: Dragon Egg after Dark Gem behind breakable wall | 42 | Has('Charge')
DFEntry | DF: Light Gem behind reinforced wall | 43 | True_()
DFEntry | DF: Dark Gem covering cannon | 44 | True_()
DFEntry | DF: Dragon Egg in vulture nest | 45 | True_()
DFEntry | DF: Dark Gem in dragon statue area | 46 | True_()
DFEntry | DF: Light Gem behind breakable wall in dragon statue area pool | 47 | HasAll('Swim', 'Charge')
DFEntry | DF: Dragon Egg from Sparx | 48 | True_()
DFEntry | DF: Light Gem from Sparx | 49 | True_()
DFEntry | DF: Dragon Egg behind breakable wall above wall kick | 50 | Has('Charge')
DFEntry | DF: Light Gem in Piranha Pool | 51 | True_()
DFEntry | DF: Light Gem from locked chest in Piranha Pool | 52 | LockedChestRule('Dragonfly Falls')
DFEntry | DF: Dragon Egg in vulture nest (Hunter) | 53 | True_()
DFEntry | DF: Light Gem after Hunter trial | 54 | True_()
DFEntry | DF: Dark Gem before thermal | 55 | True_()
DFEntry | DF: Light Gem glide from wall kick | 58 | Has('Wall Kick')
DFLGDoor | DF: Light Gem behind breakable wall beyond Light Gem door | 56 | Has('Charge')
DFLGDoor | DF: Dragon Egg from thief beyond Light Gem door | 57 | Has('Charge')
CREntry | CR: Dragon Egg from Turtle Mother | 63 | Has('Charge')
CREntry | CR: Light Gem from Turtle Mother | 64 | Has('Charge')
CREntry | CR: Empty locked chest behind Moneybags | 234 | LockedChestRule('Coastal Remains')
CREntry | CR: Empty locked chest hidden on cliff in southern beach | 235 | LockedChestRule('Coastal Remains')
CRDoubleJump | CR: Dark Gem in cannon area | 65 | True_()
CRDoubleJump | CR: Dragon Egg after Piranha pool | 78 | True_()
CRDoubleJump | CR: Light Gem in southern beach above water mill | 69 | HasAll('Double Jump', 'Water Breath')
CRDoubleJump | CR: Dragon Egg after moving platforms in southern beach | 68 | True_()
CRLGDoor | CR: Dragon Egg from thief beyond Light Gem door | 61 | Has('Charge')
CRLGDoor | CR: Light Gem beyond Light Gem door | 62 | True_()
CRGlide | CR: Dragon Egg in cannon area | 66 | Has('Pole Spin')
CRGlide | CR: Dark Gem after reinforced door in cannon area | 67 | Has('Charge')
CRGlide | CR: Light Gem after Windmills | 59 | Has('Pole Spin')
CRGlide | CR: Light Gem beyond moving platform near Cloudy Domain elevator | 60 | Has('Electric Breath')
CRPoleSpin | CR: Dragon Egg from Blink | 72 | True_()
CRPoleSpin | CR: Light Gem from Blink | 73 | True_()
CRPoleSpin | CR: Dark Gem near Blink | 74 | True_()
CRPoleSpin | CR: Light Gem in Otto pool | 70 | Has('Glide')
CRPoleSpin | CR: Light Gem reward from Otto | 71 | True_()
CRPoleSpin | CR: Dark Gem to access Sunken Ruins | 76 | True_()
CRPoleSpin | CR: Light Gem hidden in Sunken Ruins elevator area | 77 | True_()
CRPoleSpin | CR: Dragon Egg after Bowman Gnorc hallway | 75 | Has('Electric Breath')
CRWateryTomb | CR: Water Breath from Ineptune | 79 | Has('Charge')
CRWateryTomb | CR: Defeat Ineptune | 4001 | Has('Charge')
CDEntry | CD: Light Gem from locked chest near elevator | 80 | LockedChestRule('Cloudy Domain')
CDEntry | CD: Dark Gem to activate thermal leading to Elder Titan | 81 | True_()
CDEntry | CD: Firework behind generator that creates thermal | 5012 | Has('Fire Breath')
CDEntry | CD: Light Gem before Elder Titan | 82 | True_()
CDCharge | CD: Wing Shield from Elder Titan | 83 | True_()
CDCharge | CD: Dragon Egg after Elder Titan | 84 | True_()
CDCharge | CD: Dragon Egg from locked chest beyond Reinforced Door near Elder Titan | 85 | And(SuperchargeGadget(), LockedChestRule('Cloudy Domain'))
CDCharge | CD: Dragon Egg from locked chest after Crossroads left | 87 | LockedChestRule('Cloudy Domain')
CDCharge | CD: Light Gem after platforming at Crossroads left | 88 | True_()
CDCharge | CD: Firework on path from Crossroads left | 5011 | Has('Fire Breath')
CDWingShield | CD: Light Gem after Wing Shield Tutorial | 86 | True_()
CDWingShield | CD: Empty locked chest beyond hidden path during Wing Shield Tutorial | 236 | LockedChestRule('Cloudy Domain')
CDWingShield | CD: Light Gem after temporary platforms at Crossroads right | 89 | True_()
CDWingShield | CD: Dragon Egg on temporary platform before orbiting platforms | 90 | True_()
CDWingShield | CD: Dragon Egg from thief after first orbiting platforms | 91 | Has('Charge')
CDWingShield | CD: Dark Gem after orbiting platforms | 92 | True_()
CDWingShield | CD: Dragon Egg from Sgt. Byrd | 93 | True_()
CDWingShield | CD: Light Gem from Sgt. Byrd | 94 | True_()
